"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women"
"2082","Rob Astorino","Male","White","","","No","No","New York","6/28/22","Governor","N/A","84,464","19%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2083","Lee Zeldin","Male","White","","","No","No","New York","6/28/22","Governor","N/A","196,874","43%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2084","James Lankford","Male","White","","","Yes","No","Oklahoma","6/28/22","Senator","N/A","243,132","68%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2085","Jackson Lahmeyer","Male","White","","","No","Yes","Oklahoma","6/28/22","Senator","N/A","94,572","26%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2086","Joan Farr","Female","White","","","No","Yes","Oklahoma","6/28/22","Senator","N/A","20,761","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2087","Markwayne Mullin","Male","White","Native American (Cherokee)","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","156,087","44%","Made runoff","183118","65%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes (runoff only)","7/9/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2088","T.W. Shannon","Male","Black","Native American (Chickasaw)","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","62,746","18%","Made runoff","98246","35%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No (runoff only)","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2089","Alex Gray","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","3,063","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2090","Nathan Dahm","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","42,673","12%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2091","Luke Holland","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","40,353","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2092","Adam Holley","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","1,873","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2093","Jessica Jean Garrison","Female","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","6,114","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2094","Laura Moreno","Female","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","6,597","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2095","Michael Coibion","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","1,261","0%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2096","Scott Pruitt","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","18,052","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2097","Paul Royse","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","900","0%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2098","John F. Tompkins","Male","Unknown","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","2,332","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2099","Randy J. Grellner","Male","White","","","No","No","Oklahoma","6/28/22","Senator (unexpired term)","N/A","15,794","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2100","Kevin Hern","Male","White","","","Yes","No","Oklahoma","6/28/22","Representative","1","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/27/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2101","John Bennett","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","8,713","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2102","Dustin Roberts","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","3,746","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2103","Guy Barker","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","8,444","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2104","Clint Johnson","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","1,128","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2105","Chris Schiller","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","4,108","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2106","Marty Quinn","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","5,612","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2107","Johnny Teehee","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","9,963","13%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2108","Avery Frix","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","11,336","15%","Made runoff","30686","48%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2109","Rhonda Hopkins","Female","White","Asian","","No","No","Oklahoma","6/28/22","Representative","2","1,281","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2110","David Derby","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","4,204","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2111","Pamela Gordon","Female","White","","","No","No","Oklahoma","6/28/22","Representative","2","2,344","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2112","Wes Nofire","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","4,859","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2113","Erick P. Wyatt","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","615","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2114","Josh Brecheen","Male","White","","","No","No","Oklahoma","6/28/22","Representative","2","10,579","14%","Made runoff","33517","52%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2115","Frank D. Lucas","Male","White","","","Yes","No","Oklahoma","6/28/22","Representative","3","44,442","61%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","4/11/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2116","Wade Burleson","Male","White","","","No","Yes","Oklahoma","6/28/22","Representative","3","22,258","31%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2117","Stephen Butler","Male","Unknown","","","No","Yes","Oklahoma","6/28/22","Representative","3","5,997","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2118","Tom Cole","Male","White","Native American (Chickasaw)","","Yes","No","Oklahoma","6/28/22","Representative","4","43,894","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/27/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2119","James Taylor","Male","Black","","","No","Yes","Oklahoma","6/28/22","Representative","4","16,980","27%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2120","Frank W. Blacke","Male","Unknown","","","No","Yes","Oklahoma","6/28/22","Representative","4","2,038","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2121","Stephanie Bice","Female","White","Middle Eastern (Iranian)","","Yes","No","Oklahoma","6/28/22","Representative","5","51,612","68%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","Yes","Yes"
"2122","Subrina Banks","Female","White","","","No","Yes","Oklahoma","6/28/22","Representative","5","23,891","32%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","No","No","No"
"2123","Kevin Stitt","Male","White","","","Yes","No","Oklahoma","6/28/22","Governor","N/A","248,525","69%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","3/14/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2124","Mark Sherwood","Male","White","","","No","Yes","Oklahoma","6/28/22","Governor","N/A","47,713","13%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2125","Joel Kintsel","Male","White","","","No","Yes","Oklahoma","6/28/22","Governor","N/A","51,587","14%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2126","Moira McCabe","Female","White","","","No","Yes","Oklahoma","6/28/22","Governor","N/A","12,046","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2127","Becky Edwards","Female","White","","","No","Yes","Utah","6/28/22","Senator","N/A","123,617","30%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","No","N/A","N/A","N/A","N/A","N/A"
"2128","Ally Isom","Female","White","","","No","Yes","Utah","6/28/22","Senator","N/A","34,997","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","No","N/A","N/A","N/A","N/A","N/A"
"2129","Mike Lee","Male","White","","","Yes","No","Utah","6/28/22","Senator","N/A","258,089","62%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","4/1/22","Yes","N/A","N/A","N/A","N/A","N/A"
"2130","Blake D. Moore","Male","White","","","Yes","No","Utah","6/28/22","Representative","1","58,408","58%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2131","Tina Cannon","Female","White","","","No","Yes","Utah","6/28/22","Representative","1","14,577","14%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2132","Andrew Badger","Male","White","","","No","Yes","Utah","6/28/22","Representative","1","28,437","28%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2133","Erin Rider","Female","White","","","No","Yes","Utah","6/28/22","Representative","2","28,480","27%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2134","Chris Stewart","Male","White","","","Yes","No","Utah","6/28/22","Representative","2","75,586","73%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/27/22","N/A","N/A","N/A","N/A","N/A","N/A"
"2135","Christopher Niles Herrod","Male","White","","","No","Yes","Utah","6/28/22","Representative","3","34,204","30%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2136","John Curtis","Male","White","","","Yes","No","Utah","6/28/22","Representative","3","78,341","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2137","Burgess Owens","Male","Black","","","Yes","No","Utah","6/28/22","Representative","4","56,397","62%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/27/22","N/A","No","N/A","N/A","N/A","N/A"
"2138","Jake Hunsaker","Male","White","","","No","Yes","Utah","6/28/22","Representative","4","34,728","38%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2139","Chris Chaffee","Male","White","","","No","No","Maryland","7/19/22","Senator","N/A","50,514","21%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2140","George Davis","Male","White","","","No","No","Maryland","7/19/22","Senator","N/A","21,095","9%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2141","Nnabu Eze","Male","Black (Nigerian)","","","No","No","Maryland","7/19/22","Senator","N/A","9,917","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2142","Lorie R. Friend","Female","White","","","No","No","Maryland","7/19/22","Senator","N/A","35,714","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2143","Reba A. Hawkins","Female","Black","","","No","No","Maryland","7/19/22","Senator","N/A","18,057","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2144","Jon McGreevey","Male","White","","","No","No","Maryland","7/19/22","Senator","N/A","14,128","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2145","Joseph Perez","Male","Asian (Filipino)","","","No","No","Maryland","7/19/22","Senator","N/A","26,359","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2146","Todd A. Puglisi","Male","White","","","No","No","Maryland","7/19/22","Senator","N/A","13,550","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2147","James Tarantin","Male","Middle Eastern (Israeli)","","","No","No","Maryland","7/19/22","Senator","N/A","20,514","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2148","John Thormann","Male","White","","","No","No","Maryland","7/19/22","Senator","N/A","33,290","14%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2149","Andy Harris","Male","White","","","Yes","No","Maryland","7/19/22","Representative","1","67,933","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2150","Nicolee Ambrose","Female","White","","","No","No","Maryland","7/19/22","Representative","2","12,201","32%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A"
"2151","Berney Flowers","Male","Black","","","No","No","Maryland","7/19/22","Representative","2","4,983","13%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2152","Michael A. Geppi","Male","White","","","No","No","Maryland","7/19/22","Representative","2","5,595","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2153","Lance Griffin","Male","White","","","No","No","Maryland","7/19/22","Representative","2","3,192","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2154","Ellen ""EJ"" McNulty","Female","White","","","No","No","Maryland","7/19/22","Representative","2","4,204","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2155","Dave Wallace","Male","White","","","No","No","Maryland","7/19/22","Representative","2","7,643","20%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2156","Thomas E. ""Pinkston"" Harris","Male","Black","","","No","No","Maryland","7/19/22","Representative","3","4,966","13%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2157","Joe Kelley","Male","White","","","No","No","Maryland","7/19/22","Representative","3","8,924","23%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2158","Yuripzy Morgan","Female","Latino (Salvadoran / Mexican)","","","No","No","Maryland","7/19/22","Representative","3","13,198","34%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A"
"2159","Antonio Patrizio Pitocco","Male","White","","","No","No","Maryland","7/19/22","Representative","3","8,041","20%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2160","Amal Torres","Female","Black (Somali)","","","No","No","Maryland","7/19/22","Representative","3","4,171","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A"
"2161","Eric Loeb","Male","White","","","No","No","Maryland","7/19/22","Representative","4","607","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2162","George McDermott","Male","White","","","No","No","Maryland","7/19/22","Representative","4","1,091","27%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2163","Jeff Warner","Male","White","","","No","No","Maryland","7/19/22","Representative","4","2,414","59%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2164","DuVal Cubero","Male","Unknown","","","No","No","Maryland","7/19/22","Representative","5","1,024","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2165","Vanessa Marie Hoffman","Female","White","","","No","No","Maryland","7/19/22","Representative","5","3,538","10%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2166","Toni Jarboe-Duley","Female","White","","","No","No","Maryland","7/19/22","Representative","5","1,578","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2167","Michael S. Lemon","Male","White","","","No","No","Maryland","7/19/22","Representative","5","1,818","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2168","Chris Palombi","Male","White","","","No","No","Maryland","7/19/22","Representative","5","24,423","68%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2169","Patrick Lucky Stevens","Male","Unknown","","","No","No","Maryland","7/19/22","Representative","5","1,344","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2170","Tannis Villanova","Female","Black","","","No","No","Maryland","7/19/22","Representative","5","2,445","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2171","Colt M. Black","Male","White","","","No","No","Maryland","7/19/22","Representative","6","3,789","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2172","Matthew Foldi","Male","White","","","No","No","Maryland","7/19/22","Representative","6","7,497","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2173","Jonathan Jenkins","Male","White","","","No","No","Maryland","7/19/22","Representative","6","3,406","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2174","Neil C. Parrott","Male","White","","","No","No","Maryland","7/19/22","Representative","6","31,665","63%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2175","Robert Poissonnier","Male","White","","","No","No","Maryland","7/19/22","Representative","6","400","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2176","Mariela Roca","Female","Latino (Puerto Rican)","","","No","No","Maryland","7/19/22","Representative","6","3,858","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2177","Ray Bly","Male","White","","","No","No","Maryland","7/19/22","Representative","7","1,271","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2178","Scott M. Collier","Male","White","","","No","No","Maryland","7/19/22","Representative","7","2,873","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2179","Michael Pearson","Male","Unknown","","","No","No","Maryland","7/19/22","Representative","7","1,906","23%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
